"head__totalCount","head__numOfRows","head__pageNo","head__type","head__RESULT__resultCode","head__RESULT__resultMsg","row__restSeqNo","row__year","row__areaCd","row__equptype","row__restname","row__restaddr","row__creDttm","row__updtDttm","row__useYn","row__areaNm","row__operBeginDe","row__operEndDe","row__ar","row__usePsblNmpr","row__colrHoldElefn","row__colrHoldArcndtn","row__chckMatterNightOpnAt","row__chckMatterWkendHdayOpnAt","row__chckMatterStayngPsblAt","row__rm","row__dtlAdres","row__mngdpt_cd","row__mngdptCd","row__xcord","row__ycord","row__la","row__lo"
"","","","","","","41590461","2023","4159041000","001","음양2리 노인회","경기도 화성시 정남면 음양5길 62","2021-03-10 10:33:42","2023-08-03 17:24:50","Y","경기도 화성시 정남면","20190701","20190930","120","29","3","1","N","Y","N","null","130-0","5530366","031-5189-2346","0E-8","0E-8","37.14609220","127.01870480"
"","","","","","","11680014","2023","1168054000","001","청담경로당","서울특별시 강남구 도산대로67길 15 (청담동)","2021-04-21 14:38:51","2023-06-07 14:40:40","N","서울특별시 강남구 압구정제1동","20230520","20230930","81","20","2","2","N","N","N","null","94-4","3220231","02-3423-5925","0E-8","0E-8","37.52517550","127.04425550"
"","","","","","","41590395","2023","4159037000","001","노진4리 경로당","경기도 화성시 장안면 노진길 29-22","2021-03-10 10:33:42","2023-08-03 17:24:50","Y","경기도 화성시 장안면","20190515","20191015","84","25","2","1","N","N","N","null","노진리 488-4","5530366","031-5189-2346","0E-8","0E-8","37.05005060","126.81342210"
"","","","","","","41590396","2023","4159037000","001","노진5리 경로당","경기도 화성시 장안면 노진길 140","2021-03-10 10:33:42","2023-08-03 17:24:50","Y","경기도 화성시 장안면","20190515","20191015","172","30","2","1","N","N","N","null","819-3","5530366","031-5189-2346","0E-8","0E-8","37.04197950","126.81552620"
"","","","","","","41191086","2023","4119084000","001","욱일6차아파트경로당","경기도 부천시 소사로 838-15","2021-04-20 16:33:37","2023-05-22 20:27:46","N","경기도 부천시 원종1동","20220520","20220930","21","17","1","1","N","N","N","null","69-18","3860514","625-2863","0E-8","0E-8","37.53119100","126.80607600"
"","","","","","","4143108","2023","4143055000","001","삼성래미안(아)경로당","경기도 의왕시 포일로 39 (내손동, 삼성래미안아파트)","2023-05-09 10:31:54","2023-05-20 08:01:37","Y","경기도 의왕시 내손2동","20230520","20230930","73","14","2","1","N","N","N","null","414 삼성래미안아파트","4030153","031-345-2917","0E-8","0E-8","37.39029620","126.97653880"
"","","","","","","41210194","2023","4121065000","001","성원아파트 경로당","경기도 광명시 영당로22번길 5","2021-03-22 09:20:46","2023-05-10 09:45:16","Y","경기도 광명시 소하2동","20000101","29991231","42","25","1","1","N","N","N","null","936-0","3900273","null","0E-8","0E-8","37.43557690","126.87690760"
"","","","","","","41210195","2023","4121065000","001","오리경로당","경기도 광명시 영당로21번길 9","2021-03-22 09:20:46","2023-05-10 09:45:16","Y","경기도 광명시 소하2동","20000101","29991231","215","80","0","1","N","N","N","null","946-0","3900273","null","0E-8","0E-8","37.43420120","126.87643160"
"","","","","","","41210183","2023","4121064000","001","휴먼시아6단지 경로당","경기도 광명시 소하로 161","2021-03-22 09:20:46","2023-05-10 09:45:16","Y","경기도 광명시 소하1동","20000101","29991231","161","90","2","1","N","N","N","null","1324-0","3900273","null","0E-8","0E-8","37.44665270","126.88976690"
"","","","","","","4413300106","2023","4413356600","001","펜타포트3블럭A 경로당","충청남도 천안시 서북구 공원로 196 (불당동, 펜타포트)","2023-05-23 13:50:34","2023-07-07 17:30:57","Y","충청남도 천안시 서북구 불당1동","20230515","20230930","238","25","0","2","null","null","null","null","1289-0","5660033","041-521-6675","0E-8","0E-8","36.79880900","127.10174800"
"","","","","","","4143100","2023","4143054000","001","반도보라빌리지2단지경로당","경기도 의왕시 갈미로 32 (내손동, 반도보라빌리지2단지)","2023-05-09 10:31:54","2023-06-15 16:29:50","Y","경기도 의왕시 내손1동","20230520","20230930","83","20","0","2","null","Y","null","null","774-0","4030153","031-345-2918","953286.06184600","1930839.55943300","37.37545390","126.97237950"
"","","","","","","4143101","2023","4143054000","001","상록(아)경로당","경기도 의왕시 갈미1로 17 (내손동, 의왕상록아파트)","2023-05-09 10:31:54","2023-06-15 16:30:17","Y","경기도 의왕시 내손1동","20230520","20230930","88","20","2","1","null","Y","null","null","790-0","4030153","031-345-2918","953392.22589600","1931139.16000200","37.37815970","126.97355970"
"","","","","","","4143097","2023","4143054000","001","대원칸타빌2단지(아)경로당","경기도 의왕시 갈미로 8 (내손동, 대원칸타빌2단지)","2023-05-09 10:31:54","2023-06-15 16:30:04","Y","경기도 의왕시 내손1동","20230520","20230930","67","10","2","1","null","null","null","null","799-0","4030153","031-345-2918","953139.32764200","1930929.76836200","37.37625960","126.97071650"
"","","","","","","46810105","2023","4681033000","001","하저경로당","전라남도 강진군 대구면저두바닷길 88","2021-03-10 10:43:16","2023-07-12 05:02:00","Y","전라남도 강진군 대구면","20230520","20230930","75","18","1","1","Y","Y","N","null","398-2","4920131","061-430-3934","0E-8","0E-8","34.52425000","126.79193900"
"","","","","","","46810106","2023","4681033000","001","중저경로당","전라남도 강진군 대구면중저길 75","2021-03-10 10:43:16","2023-07-12 05:02:00","Y","전라남도 강진군 대구면","20230520","20230930","70","17","2","1","Y","Y","N","null","295-1","4920131","061-430-3934","0E-8","0E-8","34.53663100","126.79328500"
"","","","","","","4471000207","2023","4471031000","001","장목동 경로당","충청남도 금산군 금성면 장목동1길 57","2023-05-18 16:08:41","2023-05-24 19:23:50","Y","충청남도 금산군 금성면","20230520","20230930","61","20","4","1","Y","Y","N","null","528-11","4550103","041-750-2875","0E-8","0E-8","36.14231520","127.46558640"
"","","","","","","4471000208","2023","4471031000","001","신촌 경로당","충청남도 금산군 금성면 하류신촌길 69-4","2023-05-18 16:09:37","2023-05-24 19:23:50","Y","충청남도 금산군 금성면","20230520","20230930","69","25","4","1","Y","Y","N","null","452-3","4550103","041-750-2875","0E-8","0E-8","36.12487020","127.47788430"
"","","","","","","4471000201","2023","4471031000","001","원터 경로당","충청남도 금산군 금성면 원터길 9","2023-05-18 15:30:02","2023-05-24 19:23:50","Y","충청남도 금산군 금성면","20230520","20230930","61","19","4","1","Y","Y","N","null","374-27","4550103","041-750-2875","0E-8","0E-8","36.13303760","127.44329720"
"","","","","","","41590414","2023","4159037000","001","석포2리 경로당","경기도 화성시 장안면 버들안길 46-14","2021-03-10 10:33:42","2023-08-03 17:24:50","Y","경기도 화성시 장안면","20190515","20191015","99","35","2","1","N","N","N","null","석포리 527","5530366","031-5189-2346","0E-8","0E-8","37.13132730","126.83227670"
"","","","","","","4889136","2023","4889034000","001","청계2구경로당","경상남도 합천군 야로면창동청계길 281","2021-03-05 17:53:24","2023-07-20 13:54:59","Y","경상남도 합천군 야로면","20230520","20230930","71","17","1","1","Y","Y","Y","null","79-2","5480120","055-930-3489","0E-8","0E-8","35.71154490","128.20097580"
"","","","","","","4889137","2023","4889034000","001","금평1구경로당","경상남도 합천군 야로면금평1길 10-9","2021-03-05 17:53:24","2023-07-20 13:54:59","Y","경상남도 합천군 야로면","20230520","20230930","53","13","2","1","Y","Y","Y","null","452-3","5480120","055-930-3489","0E-8","0E-8","35.70026470","128.18093780"
"","","","","","","41590412","2023","4159037000","001","사랑2리 경로당","경기도 화성시 장안면 새랭이길 64-10","2021-03-10 10:33:42","2023-08-03 17:24:50","Y","경기도 화성시 장안면","20190515","20191015","239","65","4","1","N","N","N","null","24-0","5530366","031-5189-2346","0E-8","0E-8","37.07431390","126.83490590"
"","","","","","","41590413","2023","4159037000","001","석포1리 경로당","경기도 화성시 장안면 돌서지길 27","2021-03-10 10:33:42","2023-08-03 17:24:50","Y","경기도 화성시 장안면","20190515","20191015","100","30","2","1","N","N","N","null","석포리 738","5530366","031-5189-2346","0E-8","0E-8","37.14087660","126.83113940"
"","","","","","","41590407","2023","4159037000","001","사곡3리 경로당","경기도 화성시 장안면 흥천길 52","2021-03-10 10:33:42","2023-08-03 17:24:50","Y","경기도 화성시 장안면","20190515","20191015","94","40","5","1","N","N","N","null","사곡리 723-1","5530366","031-5189-2346","0E-8","0E-8","37.05741010","126.79973700"
"","","","","","","41590408","2023","4159037000","001","사곡4리,7리 경로당","경기도 화성시 장안면 밤밭일원길 151","2021-03-10 10:33:42","2023-08-03 17:24:50","Y","경기도 화성시 장안면","20190515","20191015","98","30","2","1","N","N","N","null","사곡리 130-21","5530366","031-5189-2346","0E-8","0E-8","37.07587220","126.81123180"
"","","","","","","41590409","2023","4159037000","001","사곡5리 경로당","경기도 화성시 장안면 용토길 105 , 새마을회관","2021-03-10 10:33:42","2023-08-03 17:24:50","Y","경기도 화성시 장안면","20190515","20191015","173","35","4","1","N","N","N","null","사곡리 267-45","5530366","031-5189-2346","0E-8","0E-8","37.06159280","126.82328320"
"","","","","","","41590410","2023","4159037000","001","사곡6리경로당","경기도 화성시 장안면 사랑길 13","2021-03-10 10:33:42","2023-08-03 17:24:50","Y","경기도 화성시 장안면","20190515","20191015","69","30","2","1","N","N","N","null","170-0","5530366","031-5189-2346","0E-8","0E-8","37.07541150","126.81652450"
"","","","","","","41590411","2023","4159037000","001","사랑1리 경로당","경기도 화성시 장안면 진개골길 19","2021-03-10 10:33:42","2023-08-03 17:24:50","Y","경기도 화성시 장안면","20190515","20191015","78","20","2","1","N","N","N","null","374-31","5530366","031-5189-2346","0E-8","0E-8","37.07568940","126.82044800"
"","","","","","","481694","2023","4812534000","003","호산마을회관","경상남도 창원시 마산합포구 진전면 호산정달로 59 , 호산마을회관","2021-03-23 10:08:32","2023-05-18 14:14:41","Y","경상남도 창원시 마산합포구 진전면","20230520","20230930","218","40","2","2","Y","Y","N","null","오서리 31-6","5670168","055-220-4654","0E-8","0E-8","35.09828100","128.43120600"
"","","","","","","481695","2023","4812534000","003","정달마을회관","경상남도 창원시 마산합포구 진전면 호산정달로 151-29, 정달마을회관","2021-03-23 10:08:32","2023-05-18 14:14:41","Y","경상남도 창원시 마산합포구 진전면","20230520","20230930","84","25","2","2","Y","Y","N","null","이명리 931-4","5670168","055-220-4654","0E-8","0E-8","35.09816700","128.43900760"
"","","","","","","481696","2023","4812534000","003","창포마을회관","경상남도 창원시 마산합포구 진전면 회진로 1493 , 창포마을회관","2021-03-23 10:08:32","2023-05-18 14:14:41","Y","경상남도 창원시 마산합포구 진전면","20230520","20230930","153","50","2","2","Y","Y","N","null","창포리 201","5670168","055-220-4654","0E-8","0E-8","35.09754000","128.44670000"
"","","","","","","481697","2023","4812534000","001","시락경로당","경상남도 창원시 마산합포구 진전면 회진로 1016-6, 시락마을경로당","2021-03-23 10:08:32","2023-05-18 14:14:41","Y","경상남도 창원시 마산합포구 진전면","20230520","20230930","131","30","2","2","Y","Y","N","null","시락리 283-2외 2","5670168","055-220-4654","0E-8","0E-8","35.07207200","128.44003580"
"","","","","","","41210199","2023","4121065000","001","광명역세권휴머니아4단지경로당","경기도 광명시 성채로 37","2021-03-22 09:20:46","2023-05-10 09:45:16","Y","경기도 광명시 소하2동","20000101","29991231","181","40","2","1","N","N","N","null","1387-0","3900273","null","0E-8","0E-8","37.43105790","126.88221470"
"","","","","","","41210200","2023","4121065000","001","미도2차아파트 경로당","경기도 광명시 영당로22번길 19","2021-03-22 09:20:46","2023-05-10 09:45:16","Y","경기도 광명시 소하2동","20000101","29991231","43","25","1","0","N","N","N","null","933-0","3900273","null","0E-8","0E-8","37.43646280","126.87670160"
"","","","","","","41210202","2023","4121065000","001","미도3차아파트 경로당","경기도 광명시 영당로21번길 5","2021-03-22 09:20:46","2023-05-10 09:45:16","Y","경기도 광명시 소하2동","20000101","29991231","49","30","2","1","N","N","N","null","940-0","3900273","null","0E-8","0E-8","37.43430700","126.87709640"
"","","","","","","41590310","2023","4159034000","001","마산1리 경로당","경기도 화성시 송산면 송산포도로 522-6","2021-03-10 10:33:42","2023-08-03 17:24:50","Y","경기도 화성시 송산면","20190515","20191015","168","50","2","1","Y","N","N","null","648-4번지","5530366","031-5189-2346","0E-8","0E-8","37.23024480","126.69802890"
"","","","","","","41590311","2023","4159034000","001","마산2리 경로당","경기도 화성시 송산면 마산길 32","2021-03-10 10:33:42","2023-08-03 17:24:50","Y","경기도 화성시 송산면","20190515","20191015","108","40","3","1","Y","N","N","null","283-1번지","5530366","031-5189-2346","0E-8","0E-8","37.23557680","126.68720860"
"","","","","","","27200013","2023","2720053000","099","남구청 민원실","대구광역시 남구 이천로 51","2021-03-11 09:47:35","2023-07-21 11:30:52","Y","대구광역시 남구 봉덕1동","20230520","20230930","410","100","3","8","N","N","N","null","528-33","3440130","053-664-2924","0E-8","0E-8","35.84619100","128.59816060"
"","","","","","","27200014","2023","2720054000","005","봉덕2동행정복지센터","대구광역시 남구 이천로10길 50","2021-03-11 09:47:35","2023-07-21 11:30:52","Y","대구광역시 남구 봉덕2동","20230520","20230930","384","96","4","4","N","N","N","null","540-1","3440130","053-664-2924","0E-8","0E-8","35.84386470","128.60111670"
"","","","","","","27200015","2023","2720054000","008","DGB대구은행 효성타운지점","대구광역시 남구 효성중앙길 37","2021-03-11 09:47:35","2023-07-21 11:30:52","Y","대구광역시 남구 봉덕2동","20230520","20230930","60","15","0","3","N","N","N","null","1071-0","3440130","053-664-2924","0E-8","0E-8","35.83830000","128.60351060"
"","","","","","","2626075","2023","2626076200","001","명장2동할아버지경로당","부산광역시 동래구 명서로105번길 74 (명장동)","2021-03-08 09:02:07","2023-08-01 10:52:55","Y","부산광역시 동래구 명장제2동","20230520","20230930","50","13","1","1","N","N","N","null","497-26","3300039","051-550-6575","0E-8","0E-8","35.21384010","129.10243370"
"","","","","","","48240002","2023","4824035000","001","곤양경로당","경상남도 사천시 곤양면 성내안길 18-5","2021-03-09 10:31:44","2023-07-12 05:23:43","Y","경상남도 사천시 곤양면","20230520","20230930","192","40","3","1","N","N","N","null","194-5","5340051","055-831-5179","0E-8","0E-8","35.05688140","127.95979190"
"","","","","","","48240003","2023","4824035000","001","묵곡경로당","경상남도 사천시 곤양면 제방골길 39-4","2021-03-09 10:31:44","2023-07-12 05:23:43","Y","경상남도 사천시 곤양면","20230520","20230930","43","12","2","1","N","N","N","null","890-0","5340051","055-831-5179","0E-8","0E-8","35.09786000","127.98539100"
"","","","","","","48240004","2023","4824035000","001","삼동경로당","경상남도 사천시 곤양면 성내1길 12-13, 삼동새마을회관","2021-03-09 10:31:44","2023-07-12 05:23:43","Y","경상남도 사천시 곤양면","20230520","20230930","50","12","2","1","N","N","N","null","성내리 114-3 삼동새마을회관","5340051","055-831-5179","0E-8","0E-8","35.05782900","127.96199400"
"","","","","","","41590306","2023","4159034000","001","고포3리 경로당","경기도 화성시 송산면 고포길 88","2021-03-10 10:33:42","2023-08-03 17:24:50","Y","경기도 화성시 송산면","20190515","20191015","68","45","1","1","Y","N","N","null","692-10","5530366","031-5189-2346","0E-8","0E-8","37.23349380","126.67091560"
"","","","","","","41590307","2023","4159034000","001","고포4리 경로당","경기도 화성시 송산면 어섬길259번길 41","2021-03-10 10:33:42","2023-08-03 17:24:50","Y","경기도 화성시 송산면","20190515","20191015","108","24","1","1","Y","N","N","null","고포리 785-3","5530366","031-5189-2346","0E-8","0E-8","37.24681290","126.65350450"
"","","","","","","41590308","2023","4159034000","001","독지1리 경로당","경기도 화성시 송산면 독지길 22-7","2021-03-10 10:33:42","2023-08-03 17:24:50","Y","경기도 화성시 송산면","20190515","20191015","78","51","1","1","Y","N","N","null","746번지","5530366","031-5189-2346","0E-8","0E-8","37.24749730","126.70023430"
"","","","","","","41590309","2023","4159034000","001","독지2리 경로당","경기도 화성시 송산면 송산로 621","2021-03-10 10:33:42","2023-08-03 17:24:50","Y","경기도 화성시 송산면","20190515","20191015","277","40","1","1","Y","N","N","null","173-2번지","5530366","031-5189-2346","0E-8","0E-8","37.25288000","126.69235280"
"","","","","","","2626073","2023","2626076200","005","명장2동 주민센터","부산광역시 동래구 명서로 168 (명장동)","2021-03-08 09:02:07","2023-08-01 10:52:55","Y","부산광역시 동래구 명장제2동","20230520","20230930","291","73","1","1","N","N","N","null","326-4","3300039","051-550-6562","0E-8","0E-8","35.21073330","129.10321760"
"","","","","","","2626074","2023","2626076200","001","아림파크경로당","부산광역시 동래구 명서로 140 (명장동, 아림파크맨션)","2021-03-08 09:02:07","2023-08-01 10:52:55","Y","부산광역시 동래구 명장제2동","20230520","20230930","127","32","1","1","N","N","N","null","497-76","3300039","051-550-6575","0E-8","0E-8","35.21000000","129.10187000"
"","","","","","","46810140","2023","4681034000","001","마점경로당","전라남도 강진군 도암면마점길 3","2021-03-10 10:43:16","2023-07-12 05:02:00","Y","전라남도 강진군 도암면","20230520","20230930","65","16","2","1","Y","Y","N","null","544-0","4920131","061-430-3934","0E-8","0E-8","34.57046000","126.73952900"
"","","","","","","46810141","2023","4681034000","001","신덕경로당","전라남도 강진군 도암면신덕길 124","2021-03-10 10:43:16","2023-07-12 05:02:00","Y","전라남도 강진군 도암면","20230520","20230930","70","17","1","1","Y","Y","N","null","427-3","4920131","061-430-3934","0E-8","0E-8","34.61307400","126.69182700"
"","","","","","","481251","2023","4812125000","003","석산경로당","경상남도 창원시 의창구 동읍 석산길16번길 9 , 석산마을회관","2021-03-23 10:08:32","2023-05-18 14:14:40","Y","경상남도 창원시 의창구 동읍","20230501","20231031","152","31","2","1","Y","Y","N","null","석산리 445 석산마을회관","5670132","055-212-5100","0E-8","0E-8","35.31709730","128.66029900"
"","","","","","","41210150","2023","4121062000","001","도덕파크타운아파트 경로당","경기도 광명시 가림일로 79","2021-03-22 09:20:46","2023-05-10 09:45:16","Y","경기도 광명시 철산4동","20000101","29991231","251","63","2","3","N","N","N","null","625-0","3900273","null","0E-8","0E-8","37.47016350","126.86460380"
"","","","","","","41210151","2023","4121062000","001","브라운스톤1차 아파트","경기도 광명시 도덕공원로 49","2021-03-22 09:20:46","2023-05-10 09:45:16","Y","경기도 광명시 철산4동","20000101","29991231","66","24","3","1","N","N","N","null","628-0","3900273","null","0E-8","0E-8","37.47292480","126.86423180"
"","","","","","","46720116","2023","4672025000","001","대평할머니 경로당","전라남도 곡성군 곡성읍 대평1길 22","2021-03-17 14:16:42","2023-05-18 16:55:52","Y","전라남도 곡성군 곡성읍","20230520","20230930","96","29","2","1","Y","Y","N","null","전라남도 곡성군 곡성읍 대평리 1245-24","4860106","061-360-7161","0E-8","0E-8","35.29544400","127.31923800"
"","","","","","","481350","2023","4812132000","001","유목경로당","경상남도 창원시 의창구 대산면 갈전로90번길 2 , 유목회관","2021-03-23 10:08:32","2023-05-18 14:14:40","Y","경상남도 창원시 의창구 대산면","20230501","20231031","84","21","1","2","N","Y","N","null","갈전리 688-3 유목회관","5670134","055-212-5300","0E-8","0E-8","35.36936050","128.68194240"
"","","","","","","481351","2023","4812132000","001","일동경로당","경상남도 창원시 의창구 대산면 갈전로 120 , 일동마을회관","2021-03-23 10:08:32","2023-05-18 14:14:40","Y","경상남도 창원시 의창구 대산면","20230501","20231031","80","20","1","1","N","Y","N","null","일동리 438-3 일동마을회관","5670134","055-212-5300","0E-8","0E-8","35.37057250","128.68493510"
"","","","","","","481352","2023","4812132000","001","일동부인경로당","경상남도 창원시 의창구 대산면 갈전로 120 , 일동마을회관","2021-03-23 10:08:32","2023-05-18 14:14:40","Y","경상남도 창원시 의창구 대산면","20230501","20231031","80","20","1","1","N","Y","N","null","일동리 438-3 일동마을회관","5670134","055-212-5300","0E-8","0E-8","35.37057250","128.68493510"
"","","","","","","481365","2023","4812132000","001","갈전경로당","경상남도 창원시 의창구 대산면 갈전로80번길 11","2021-03-23 10:08:32","2023-05-18 14:14:40","Y","경상남도 창원시 의창구 대산면","20230501","20231031","128","32","1","1","N","Y","N","null","갈전리 628-8","5670134","055-212-5300","0E-8","0E-8","35.36804440","128.68084740"
"","","","","","","481366","2023","4812132000","001","갈전부인경로당","경상남도 창원시 의창구 대산면 대산북로385번길 10","2021-03-23 10:08:32","2023-05-18 14:14:40","Y","경상남도 창원시 의창구 대산면","20230501","20231031","50","12","2","1","N","Y","N","null","갈전리 441-1","5670134","055-212-5300","0E-8","0E-8","35.36673500","128.68220820"
"","","","","","","481367","2023","4812132000","001","신전경로당","경상남도 창원시 의창구 대산면 대산북로279번길 25-1, 신전회관","2021-03-23 10:08:32","2023-05-18 14:14:40","Y","경상남도 창원시 의창구 대산면","20230501","20231031","150","37","1","2","N","Y","N","null","갈전리 920-3 신전회관","5670134","055-212-5300","0E-8","0E-8","35.37032050","128.67456750"
"","","","","","","481357","2023","4812132000","001","북모산경로당","경상남도 창원시 의창구 대산면 대산북로 747 , 북모산경로당","2021-03-23 10:08:32","2023-05-18 14:14:40","Y","경상남도 창원시 의창구 대산면","20230501","20231031","184","46","1","2","N","Y","N","null","모산리 224-1 북모산경로당","5670134","055-212-5300","0E-8","0E-8","35.35936690","128.71445910"
"","","","","","","481358","2023","4812132000","001","남모산경로당","경상남도 창원시 의창구 대산면 모산길 28 , 남모산마을회관","2021-03-23 10:08:32","2023-05-18 14:14:40","Y","경상남도 창원시 의창구 대산면","20230501","20231031","165","41","1","1","N","Y","N","null","모산리 162-36 남모산마을회관","5670134","055-212-5300","0E-8","0E-8","35.35629010","128.71226780"
"","","","","","","481359","2023","4812132000","001","송등경로당","경상남도 창원시 의창구 대산면 진산대로528번길 30 , 송등마을회관","2021-03-23 10:08:32","2023-05-18 14:14:40","Y","경상남도 창원시 의창구 대산면","20230501","20231031","99","24","1","1","N","Y","N","null","모산리 623-22 송등마을회관","5670134","055-212-5300","0E-8","0E-8","35.35057930","128.71359530"
"","","","","","","481360","2023","4812132000","001","북가술경로당","경상남도 창원시 의창구 대산면 가술길34번길 8 , 북가술회관","2021-03-23 10:08:32","2023-05-18 14:14:40","Y","경상남도 창원시 의창구 대산면","20230501","20231031","310","77","1","2","N","Y","N","null","가술리 277-2 북가술회관","5670134","055-212-5300","0E-8","0E-8","35.34004350","128.70848090"
"","","","","","","481361","2023","4812132000","001","북가술제2경로당","경상남도 창원시 의창구 대산면 진산대로 439 , 해강그린 상가","2021-03-23 10:08:32","2023-05-18 14:14:40","Y","경상남도 창원시 의창구 대산면","20230501","20231031","36","12","1","2","N","Y","N","null","가술리 108-1 해강그린 상가","5670134","055-212-5300","0E-8","0E-8","35.34154010","128.70948140"
"","","","","","","481362","2023","4812132000","001","남가술경로당","경상남도 창원시 의창구 대산면 가술길 20 , 남가술회관","2021-03-23 10:08:32","2023-05-18 14:14:40","Y","경상남도 창원시 의창구 대산면","20230501","20231031","157","39","3","1","N","Y","N","null","가술리 315-1 남가술회관","5670134","055-212-5300","0E-8","0E-8","35.33860440","128.70806220"
"","","","","","","481363","2023","4812132000","001","상포부녀노인회 경로당","경상남도 창원시 의창구 대산면 진남로114번길 125-9, 상포마을회관","2021-03-23 10:08:32","2023-05-18 14:14:40","Y","경상남도 창원시 의창구 대산면","20230501","20231031","111","27","1","1","N","Y","N","null","제동리 510-1 상포마을회관","5670134","055-212-5300","0E-8","0E-8","35.32566600","128.71312050"
"","","","","","","481364","2023","4812132000","001","우암마을경로당","경상남도 창원시 의창구 대산면 북부로10번길 10 , 우암회관(경노회)","2021-03-23 10:08:32","2023-05-18 14:14:40","Y","경상남도 창원시 의창구 대산면","20230501","20231031","99","24","2","2","N","Y","N","null","우암리 168-3 우암회관(경노회)","5670134","055-212-5300","0E-8","0E-8","35.34157980","128.72777270"
"","","","","","","46770182","2023","4677041000","001","귀산경로당","전라남도 고흥군 대서면귀산길 56","2021-04-20 17:02:34","2023-06-22 18:15:31","Y","전라남도 고흥군 대서면","20230520","20230930","86","21","2","2","Y","Y","null","null","1052-4","4880165","061-830-5848","0E-8","0E-8","34.76547900","127.28583400"
"","","","","","","46770183","2023","4677041000","001","송림경로당","전라남도 고흥군 대서면 송림로 380 , 노인정","2021-04-20 17:02:34","2023-06-22 18:15:24","Y","전라남도 고흥군 대서면","20230520","20230930","89","22","5","1","Y","Y","null","null","송림리 626-11 노인정","4880165","061-830-5848","0E-8","0E-8","34.73771970","127.28279090"
"","","","","","","46770184","2023","4677041000","001","송림여경로당","전라남도 고흥군 대서면동서연길 5","2021-04-20 17:02:34","2023-06-22 18:15:14","Y","전라남도 고흥군 대서면","20230520","20230930","108","27","2","1","Y","Y","null","null","435-0","4880165","061-830-5848","0E-8","0E-8","34.73725900","127.28256800"
"","","","","","","41210198","2023","4121065000","001","선경경로당","경기도 광명시 충현로8번길 7","2021-03-22 09:20:46","2023-05-10 09:45:16","Y","경기도 광명시 소하2동","20000101","29991231","51","30","2","2","N","N","N","null","1245-9","3900273","null","0E-8","0E-8","37.43529640","126.88099380"
"","","","","","","4471000205","2023","4471031000","001","파초1리(남성) 경로당","충청남도 금산군 금성면 파초2길 5","2023-05-18 16:06:40","2023-05-24 19:23:50","Y","충청남도 금산군 금성면","20230520","20230930","96","23","3","1","Y","Y","N","null","293-4","4550103","041-750-2875","0E-8","0E-8","36.13064160","127.46502850"
"","","","","","","4471000206","2023","4471031000","001","파초1리(여성) 경로당","충청남도 금산군 금성면 파초2길 5","2023-05-18 16:07:44","2023-05-24 19:23:50","Y","충청남도 금산군 금성면","20230520","20230930","96","39","4","1","Y","Y","N","null","293-4","4550103","041-750-2875","0E-8","0E-8","36.13064380","127.46503920"
"","","","","","","46810112","2023","4681033000","001","계치경로당","전라남도 강진군 대구면계율길 39","2021-03-10 10:43:16","2023-07-12 05:02:00","Y","전라남도 강진군 대구면","20230520","20230930","92","23","3","2","Y","Y","N","null","686-1","4920131","061-430-3934","0E-8","0E-8","34.50866000","126.81460800"
"","","","","","","46810113","2023","4681034000","001","벌국경로당","전라남도 강진군 도암면귀라2길 5-4","2021-03-10 10:43:16","2023-07-12 05:02:00","Y","전라남도 강진군 도암면","20230520","20230930","44","11","1","1","Y","Y","N","null","50-2","4920039","061-430-3934","0E-8","0E-8","34.58032480","126.71933200"
"","","","","","","46810114","2023","4681034000","001","회룡경로당2","전라남도 강진군 도암면회룡2길 67","2021-03-10 10:43:16","2023-07-12 05:02:00","Y","전라남도 강진군 도암면","20230520","20230930","65","16","1","1","Y","Y","N","null","345-0","4920131","061-430-3934","0E-8","0E-8","34.58645700","126.69231430"
"","","","","","","46810115","2023","4681034000","001","만덕경로당","전라남도 강진군 도암면다산초당길 9","2021-03-10 10:43:16","2023-07-12 05:02:00","Y","전라남도 강진군 도암면","20230520","20230930","133","33","3","3","Y","Y","N","null","422-6","4920131","061-430-3934","0E-8","0E-8","34.57469620","126.74971550"
"","","","","","","4889108","2023","4889033000","001","점골경로당","경상남도 합천군 가야면가야시장로 57-1","2021-03-05 17:53:24","2023-07-20 13:54:59","Y","경상남도 합천군 가야면","20230520","20230930","67","16","1","1","Y","Y","Y","null","18-12","5480120","055-930-3489","0E-8","0E-8","35.77760780","128.14276680"
"","","","","","","4889109","2023","4889033000","001","야천2구경로당","경상남도 합천군 가야면가야시장로 95","2021-03-05 17:53:24","2023-07-20 13:54:59","Y","경상남도 합천군 가야면","20230520","20230930","85","21","1","1","Y","Y","Y","null","471-1","5480120","055-930-3489","0E-8","0E-8","35.76948460","128.13598810"
"","","","","","","2626037","2023","2626058000","001","석사할아버지경로당","부산광역시 동래구 사직북로48번길 36-3 (사직동)","2021-03-08 09:02:07","2023-08-01 10:52:55","Y","부산광역시 동래구 사직제1동","20230520","20230930","53","13","1","1","N","N","N","null","18-54","3300033","051-550-6435","0E-8","0E-8","35.20336800","129.06147290"
"","","","","","","2626038","2023","2626058000","001","석사할머니경로당","부산광역시 동래구 사직북로48번길 36-3 (사직동)","2021-03-08 09:02:07","2023-08-01 10:52:55","Y","부산광역시 동래구 사직제1동","20230520","20230930","66","16","2","1","N","N","N","null","18-54","3300033","051-550-6435","0E-8","0E-8","35.20336800","129.06147290"
